age,c_charge_degree,race,sex,priors_count,days_b_screening_arrest,jail_length_days,out,class
52,Felony,Caucasian,Male,1,-1.0,0,0,0
37,Misdemeanor,Hispanic,Male,0,-1.0,0,0,1
21,Felony,African-American,Male,0,-1.0,0,1,1
21,Felony,Caucasian,Male,1,0.0,-1,1,0
20,Felony,Caucasian,Female,0,0.0,2,1,1
43,Misdemeanor,Hispanic,Male,1,-1.0,0,0,1
30,Felony,Caucasian,Male,1,-1.0,1,0,1
33,Misdemeanor,African-American,Female,3,0.0,4,0,1
24,Felony,African-American,Male,3,0.0,93,1,0
52,Misdemeanor,Hispanic,Female,0,-1.0,0,0,1
30,Felony,African-American,Female,11,0.0,6,1,1
30,Misdemeanor,Caucasian,Female,0,-1.0,0,0,0
47,Felony,African-American,Male,13,0.0,0,0,1
41,Misdemeanor,African-American,Male,9,-1.0,2,1,0
21,Felony,Hispanic,Male,4,-1.0,0,1,1
48,Felony,Caucasian,Male,6,-26.0,5,0,0
52,Felony,African-American,Male,2,-1.0,33,1,1
34,Misdemeanor,African-American,Female,1,-1.0,1,0,0
35,Felony,Caucasian,Male,0,-1.0,1,0,1
25,Felony,Other,Male,1,-1.0,1,0,1
24,Felony,African-American,Male,1,-1.0,0,0,1
25,Misdemeanor,African-American,Male,1,0.0,0,0,0
34,Felony,African-American,Male,20,-1.0,26,1,1
25,Felony,African-American,Male,2,-1.0,0,0,1
24,Felony,Hispanic,Male,4,-1.0,0,1,1
56,Felony,Caucasian,Male,6,-1.0,0,0,0
23,Felony,African-American,Male,0,0.0,0,0,0
21,Misdemeanor,Caucasian,Male,0,-1.0,1,0,0
66,Misdemeanor,Caucasian,Male,0,-1.0,1,0,0
28,Misdemeanor,African-American,Male,7,-1.0,0,1,0
29,Misdemeanor,Caucasian,Male,0,0.0,-1,0,0
22,Felony,Caucasian,Male,3,0.0,2,1,1
39,Felony,Caucasian,Male,0,-1.0,1,0,0
33,Misdemeanor,African-American,Male,9,-1.0,1,1,1
29,Felony,Caucasian,Male,2,-1.0,0,0,1
31,Felony,Caucasian,Male,1,-1.0,1,0,0
22,Misdemeanor,African-American,Male,0,-1.0,53,1,0
22,Misdemeanor,Caucasian,Female,0,-1.0,0,1,0
35,Felony,Caucasian,Male,3,0.0,1,0,0
29,Felony,Caucasian,Male,3,-1.0,1,0,1
56,Felony,Caucasian,Male,1,-1.0,0,0,1
34,Felony,African-American,Female,0,-1.0,0,0,0
23,Felony,African-American,Male,1,-1.0,3,0,1
27,Felony,African-American,Male,1,0.0,0,1,1
43,Felony,Caucasian,Male,2,-1.0,0,0,0
38,Felony,Caucasian,Male,0,-1.0,0,0,0
39,Felony,Caucasian,Male,3,-1.0,0,0,0
24,Felony,African-American,Male,1,-1.0,0,0,1
26,Misdemeanor,African-American,Male,2,0.0,-1,0,0
55,Misdemeanor,Caucasian,Female,0,-1.0,1,0,0
35,Felony,African-American,Male,1,-1.0,0,1,1
61,Felony,African-American,Male,25,-1.0,1,1,0
33,Misdemeanor,Other,Male,0,-1.0,10,0,0
40,Felony,Caucasian,Male,4,0.0,1,1,0
33,Felony,African-American,Male,3,0.0,0,0,0
26,Felony,Caucasian,Male,0,-1.0,1,1,1
32,Felony,Caucasian,Male,15,0.0,90,1,1
28,Felony,African-American,Male,0,-1.0,0,0,0
45,Misdemeanor,Caucasian,Male,0,-1.0,1,0,0
30,Felony,Caucasian,Male,0,-1.0,37,1,1
57,Felony,Caucasian,Female,4,-1.0,257,0,0
26,Felony,African-American,Male,3,-1.0,47,1,1
35,Felony,African-American,Male,1,-1.0,0,1,0
54,Felony,Hispanic,Male,0,0.0,2,0,0
29,Felony,African-American,Female,0,-1.0,2,1,0
40,Misdemeanor,Caucasian,Female,0,-1.0,1,0,0
28,Felony,Caucasian,Male,1,-1.0,1,0,1
25,Misdemeanor,African-American,Female,0,-1.0,0,0,0
44,Misdemeanor,African-American,Male,3,-1.0,2,1,0
23,Felony,Caucasian,Male,4,-1.0,0,0,1
29,Felony,African-American,Male,0,-1.0,72,0,0
56,Misdemeanor,Caucasian,Male,0,-4.0,0,0,0
27,Misdemeanor,African-American,Female,0,-1.0,1,0,0
29,Misdemeanor,Caucasian,Female,0,-1.0,0,1,0
34,Misdemeanor,Caucasian,Female,4,-1.0,0,0,0
22,Felony,African-American,Female,0,0.0,-1,1,0
40,Felony,Caucasian,Male,5,7.0,0,0,1
31,Felony,Caucasian,Male,0,-1.0,2,0,0
47,Felony,African-American,Male,3,-1.0,1,0,0
24,Felony,African-American,Male,8,-1.0,49,1,1
39,Felony,African-American,Male,4,-1.0,118,1,0
29,Felony,African-American,Male,10,0.0,0,1,1
30,Felony,Hispanic,Male,2,-1.0,6,0,0
26,Felony,African-American,Female,4,-1.0,0,1,1
61,Misdemeanor,African-American,Male,2,0.0,0,1,0
37,Misdemeanor,Hispanic,Male,3,0.0,0,0,0
38,Felony,Other,Male,1,-1.0,1,0,1
30,Misdemeanor,African-American,Male,0,-1.0,1,1,0
20,Misdemeanor,African-American,Male,0,-1.0,0,1,1
56,Felony,African-American,Male,22,-1.0,71,1,1
50,Felony,Caucasian,Female,3,0.0,0,0,1
47,Felony,Other,Male,0,-1.0,2,0,0
30,Felony,African-American,Male,10,18.0,0,1,1
59,Misdemeanor,African-American,Male,1,-1.0,62,0,0
20,Felony,African-American,Male,1,-1.0,187,1,1
23,Misdemeanor,Caucasian,Male,4,-1.0,2,1,1
28,Felony,Caucasian,Female,2,-3.0,0,1,1
50,Felony,Hispanic,Male,3,-1.0,33,1,1
35,Misdemeanor,Caucasian,Male,3,0.0,0,1,1
22,Felony,African-American,Male,1,0.0,5,1,1
41,Felony,Hispanic,Female,0,-1.0,1,0,0
22,Felony,African-American,Male,0,-1.0,2,1,0
61,Felony,African-American,Male,8,-22.0,0,0,1
26,Felony,African-American,Male,5,-1.0,0,0,0
44,Felony,Caucasian,Male,1,0.0,1,1,0
34,Misdemeanor,African-American,Female,0,-1.0,1,0,1
29,Felony,Caucasian,Male,1,3.0,0,0,1
29,Misdemeanor,African-American,Male,8,-1.0,5,1,0
48,Felony,African-American,Male,5,-1.0,0,0,1
31,Misdemeanor,African-American,Female,0,-5.0,4,1,0
21,Felony,Caucasian,Male,2,-10.0,0,1,0
34,Felony,Caucasian,Male,4,-1.0,0,1,0
54,Felony,African-American,Male,21,-1.0,0,1,0
20,Felony,Caucasian,Male,4,-1.0,0,1,0
31,Felony,Caucasian,Male,1,-1.0,36,0,1
22,Misdemeanor,Caucasian,Male,0,0.0,0,0,0
36,Misdemeanor,African-American,Male,6,-1.0,0,0,0
34,Felony,African-American,Male,9,-1.0,0,1,1
50,Misdemeanor,African-American,Male,15,-1.0,1,1,0
47,Felony,Native American,Male,22,0.0,3,1,1
49,Misdemeanor,Other,Female,0,-1.0,1,0,0
31,Misdemeanor,African-American,Male,1,-1.0,1,0,0
49,Felony,African-American,Male,10,-1.0,9,0,1
21,Felony,African-American,Male,2,-1.0,36,1,0
26,Felony,African-American,Female,5,-1.0,1,1,1
29,Felony,Other,Male,0,-1.0,1,0,0
61,Felony,Hispanic,Male,0,-1.0,0,0,0
25,Felony,Caucasian,Female,2,16.0,0,1,1
38,Felony,Caucasian,Male,5,-1.0,1,0,0
35,Misdemeanor,Caucasian,Male,2,-1.0,0,0,0
55,Felony,Other,Male,8,-1.0,6,0,1
32,Felony,African-American,Male,4,0.0,44,0,1
29,Felony,Caucasian,Male,1,-18.0,2,0,0
46,Felony,Caucasian,Male,0,0.0,0,0,0
53,Misdemeanor,Caucasian,Male,1,-1.0,0,1,1
27,Felony,Caucasian,Female,1,-1.0,25,1,1
29,Felony,Caucasian,Male,4,-2.0,0,1,0
26,Felony,Other,Male,0,-1.0,2,0,1
23,Misdemeanor,African-American,Male,3,-1.0,0,0,1
43,Misdemeanor,Hispanic,Male,3,21.0,2,0,1
24,Misdemeanor,Caucasian,Male,1,-1.0,1,0,1
33,Felony,African-American,Male,18,0.0,1,1,1
32,Misdemeanor,African-American,Male,1,-1.0,21,1,1
38,Felony,African-American,Female,7,0.0,39,1,1
40,Felony,African-American,Male,20,-1.0,1,1,0
36,Misdemeanor,African-American,Female,1,-1.0,0,0,0
34,Felony,African-American,Male,16,-1.0,1,1,1
41,Misdemeanor,Caucasian,Male,1,-1.0,2,0,1
57,Felony,Caucasian,Male,7,-1.0,151,0,1
26,Felony,African-American,Male,1,-1.0,1,1,1
45,Felony,African-American,Male,0,0.0,0,0,1
26,Felony,African-American,Male,2,-7.0,7,0,0
48,Felony,Caucasian,Female,0,-1.0,1,0,0
52,Misdemeanor,Caucasian,Male,7,-1.0,0,0,0
22,Felony,Hispanic,Male,2,-1.0,31,0,1
43,Misdemeanor,African-American,Female,0,-1.0,1,0,0
24,Felony,Caucasian,Male,3,0.0,35,1,0
27,Felony,African-American,Male,11,-1.0,5,1,1
23,Felony,Hispanic,Male,2,-1.0,22,1,0
28,Felony,African-American,Male,2,-1.0,0,1,1
21,Felony,African-American,Male,0,0.0,0,1,0
33,Misdemeanor,African-American,Male,5,-1.0,1,1,1
25,Felony,African-American,Male,1,-1.0,1,1,1
36,Felony,African-American,Male,17,-1.0,15,1,1
25,Felony,Caucasian,Female,0,0.0,0,1,0
46,Misdemeanor,Caucasian,Male,0,-1.0,0,1,0
24,Felony,African-American,Female,0,0.0,2,1,0
28,Felony,African-American,Male,4,0.0,5,1,1
28,Misdemeanor,African-American,Male,12,-2.0,1,1,1
23,Misdemeanor,African-American,Male,0,0.0,1,0,1
24,Misdemeanor,Other,Male,0,0.0,0,0,0
40,Misdemeanor,Hispanic,Male,0,0.0,-1,0,0
36,Misdemeanor,Hispanic,Male,1,0.0,0,0,0
50,Misdemeanor,Caucasian,Male,1,-1.0,40,1,1
24,Misdemeanor,Caucasian,Male,0,0.0,0,0,0
55,Felony,African-American,Female,2,-1.0,1,0,0
22,Felony,African-American,Male,0,-1.0,2,1,1
38,Felony,African-American,Male,14,-1.0,56,1,0
31,Felony,African-American,Male,1,-1.0,1,0,0
30,Felony,African-American,Female,3,-1.0,0,0,0
37,Felony,African-American,Male,16,-1.0,2,1,1
41,Misdemeanor,Caucasian,Female,1,0.0,29,0,0
20,Felony,African-American,Male,0,-1.0,0,1,1
21,Misdemeanor,Caucasian,Male,0,0.0,0,0,1
22,Misdemeanor,Caucasian,Male,1,0.0,8,1,0
38,Misdemeanor,African-American,Male,7,-1.0,197,1,0
31,Felony,African-American,Male,0,-1.0,8,1,0
28,Felony,Caucasian,Male,0,0.0,53,1,0
21,Felony,Hispanic,Male,2,-1.0,2,1,1
39,Felony,African-American,Male,1,-1.0,0,1,0
34,Felony,African-American,Male,22,-1.0,1,1,1
45,Misdemeanor,Hispanic,Male,0,0.0,1,0,0
24,Misdemeanor,African-American,Male,0,-1.0,15,1,1
27,Felony,African-American,Male,9,-1.0,0,1,1
30,Felony,Hispanic,Male,0,0.0,0,0,0
43,Felony,African-American,Male,2,0.0,0,0,0
26,Felony,African-American,Male,1,-1.0,0,0,0
32,Felony,African-American,Male,7,-1.0,5,0,1
57,Felony,Caucasian,Female,2,-1.0,0,0,0
40,Misdemeanor,Caucasian,Female,0,0.0,0,0,0
33,Felony,Caucasian,Male,6,-1.0,152,1,1
30,Felony,African-American,Male,2,-1.0,1,1,1
29,Misdemeanor,Caucasian,Male,1,-1.0,11,1,0
36,Misdemeanor,African-American,Male,2,-4.0,0,0,0
35,Felony,African-American,Male,6,0.0,0,1,1
49,Misdemeanor,Hispanic,Male,0,-1.0,1,0,0
26,Felony,Hispanic,Male,5,0.0,-1,1,1
21,Felony,African-American,Male,2,-1.0,8,1,1
49,Felony,African-American,Male,29,-1.0,0,1,1
37,Misdemeanor,African-American,Female,23,0.0,-1,1,1
33,Misdemeanor,Hispanic,Male,0,-1.0,0,0,0
29,Felony,African-American,Male,3,0.0,-1,0,1
25,Felony,African-American,Male,1,0.0,0,1,1
20,Felony,African-American,Male,2,-1.0,33,1,1
55,Felony,African-American,Male,5,-1.0,300,0,0
26,Misdemeanor,Caucasian,Male,0,-1.0,1,0,0
52,Felony,Caucasian,Female,6,-13.0,6,0,0
52,Felony,African-American,Male,16,-1.0,0,1,1
27,Felony,Hispanic,Male,1,-1.0,2,1,1
60,Misdemeanor,Caucasian,Male,2,-1.0,10,0,0
44,Misdemeanor,Caucasian,Male,0,-1.0,2,0,0
30,Felony,Hispanic,Male,1,-18.0,17,0,0
25,Misdemeanor,African-American,Female,2,-1.0,0,0,0
20,Felony,Caucasian,Female,4,-1.0,2,1,1
28,Felony,Caucasian,Male,3,-1.0,37,1,1
22,Felony,Caucasian,Male,1,-12.0,11,1,0
24,Felony,Caucasian,Male,1,-1.0,0,1,1
28,Felony,African-American,Female,0,-1.0,191,0,0
35,Felony,African-American,Male,10,-28.0,22,1,1
30,Misdemeanor,Caucasian,Male,0,0.0,0,0,0
22,Felony,African-American,Male,0,-1.0,7,0,1
39,Felony,African-American,Male,9,0.0,0,1,0
46,Felony,Other,Female,1,-1.0,0,0,0
47,Misdemeanor,Other,Male,3,-1.0,3,0,0
26,Misdemeanor,African-American,Male,5,-1.0,323,1,0
23,Felony,African-American,Female,0,-1.0,25,0,0
52,Felony,African-American,Female,0,0.0,0,1,1
22,Misdemeanor,African-American,Female,0,-1.0,0,1,1
54,Felony,Caucasian,Male,0,-1.0,2,0,0
50,Misdemeanor,African-American,Male,2,0.0,30,1,0
20,Felony,African-American,Male,2,-1.0,1,1,1
25,Felony,Caucasian,Male,1,-1.0,0,0,0
46,Felony,Caucasian,Female,0,0.0,0,0,0
22,Misdemeanor,Caucasian,Male,0,-1.0,1,0,0
38,Felony,Caucasian,Male,10,0.0,-1,0,1
36,Felony,Hispanic,Female,9,-1.0,0,0,1
34,Felony,African-American,Female,5,-1.0,9,0,1
18,Felony,African-American,Male,4,7.0,23,1,1
26,Felony,Caucasian,Female,3,-1.0,1,1,1
23,Felony,Caucasian,Female,0,-1.0,11,1,0
32,Misdemeanor,Hispanic,Female,8,-8.0,7,1,1
44,Misdemeanor,Caucasian,Male,1,0.0,0,0,1
53,Felony,Caucasian,Male,9,-1.0,117,0,1
27,Felony,African-American,Male,4,0.0,0,0,1
25,Felony,Caucasian,Male,2,0.0,0,1,1
19,Felony,Caucasian,Male,1,-1.0,8,1,1
53,Felony,Caucasian,Male,0,-1.0,11,0,0
39,Misdemeanor,African-American,Male,0,-3.0,0,0,0
37,Felony,Other,Male,2,-1.0,51,0,1
27,Felony,African-American,Male,6,0.0,0,1,1
21,Felony,African-American,Female,2,-10.0,1,1,1
24,Felony,African-American,Female,7,-1.0,1,1,0
33,Misdemeanor,Caucasian,Male,0,-1.0,1,0,0
24,Misdemeanor,Caucasian,Female,1,-24.0,0,0,0
46,Felony,Caucasian,Male,1,-4.0,0,0,0
32,Felony,Hispanic,Male,7,-1.0,1,1,0
24,Felony,Hispanic,Male,2,-25.0,9,0,0
38,Felony,Caucasian,Female,0,-1.0,2,0,0
30,Felony,African-American,Male,13,0.0,2,1,1
26,Misdemeanor,African-American,Male,27,-1.0,10,1,1
57,Felony,Caucasian,Male,2,-28.0,9,0,0
43,Felony,Caucasian,Male,0,-1.0,2,0,0
22,Misdemeanor,African-American,Male,0,0.0,0,1,0
28,Misdemeanor,African-American,Female,9,-12.0,12,1,1
51,Felony,Caucasian,Male,3,-1.0,6,0,0
41,Felony,Hispanic,Male,3,-1.0,1,0,0
24,Felony,Caucasian,Male,1,-1.0,1,1,0
48,Felony,African-American,Male,3,-1.0,1,0,1
26,Misdemeanor,Caucasian,Male,0,-1.0,1,0,1
31,Felony,African-American,Male,6,0.0,0,0,1
27,Misdemeanor,African-American,Male,6,-1.0,1,1,0
25,Misdemeanor,African-American,Male,0,-1.0,0,0,0
56,Misdemeanor,Caucasian,Male,3,0.0,0,0,0
29,Misdemeanor,African-American,Female,1,-1.0,1,0,0
30,Felony,Caucasian,Female,3,-1.0,0,0,1
21,Felony,African-American,Male,0,-1.0,2,1,0
22,Felony,Caucasian,Male,1,-2.0,0,0,1
28,Misdemeanor,African-American,Female,0,-1.0,0,0,0
35,Felony,African-American,Male,2,0.0,-1,0,0
23,Felony,Caucasian,Male,0,-1.0,1,0,0
48,Felony,African-American,Male,4,0.0,0,1,0
22,Misdemeanor,Caucasian,Male,4,-1.0,2,1,1
37,Felony,African-American,Male,2,0.0,169,1,0
33,Felony,African-American,Male,0,-1.0,0,0,0
23,Felony,African-American,Male,5,-1.0,1,1,1
22,Misdemeanor,African-American,Male,0,-1.0,0,1,1
24,Felony,African-American,Male,0,0.0,0,0,0
44,Misdemeanor,African-American,Male,2,-1.0,5,1,0
26,Misdemeanor,African-American,Female,0,-1.0,0,0,0
29,Felony,African-American,Male,2,-1.0,1,1,0
26,Felony,Hispanic,Male,0,-1.0,0,0,0
30,Misdemeanor,Caucasian,Male,1,-1.0,0,0,0
23,Felony,African-American,Male,1,-1.0,3,1,1
42,Felony,Other,Male,1,-2.0,1,0,0
28,Felony,African-American,Female,0,-1.0,2,0,1
20,Felony,African-American,Male,0,-1.0,11,0,0
24,Misdemeanor,Caucasian,Female,7,-1.0,1,1,0
36,Felony,Other,Female,6,-21.0,0,1,1
37,Felony,African-American,Male,6,-1.0,0,0,1
21,Felony,African-American,Female,1,-1.0,4,1,0
27,Felony,African-American,Male,8,-1.0,25,1,1
26,Felony,African-American,Male,2,-1.0,0,0,1
42,Misdemeanor,Caucasian,Male,0,0.0,6,0,0
23,Felony,African-American,Male,8,-1.0,2,1,1
55,Misdemeanor,Caucasian,Female,0,-3.0,0,0,0
24,Felony,Caucasian,Male,1,-1.0,3,1,1
23,Misdemeanor,African-American,Male,0,0.0,0,0,0
64,Felony,African-American,Female,0,-1.0,4,0,0
48,Misdemeanor,Other,Male,0,-1.0,1,0,0
39,Felony,African-American,Female,0,0.0,57,1,1
30,Misdemeanor,Caucasian,Male,0,-1.0,0,0,0
22,Misdemeanor,African-American,Female,1,-3.0,-1,0,0
20,Felony,African-American,Male,2,0.0,58,1,1
21,Felony,African-American,Male,0,-1.0,4,0,1
24,Felony,Caucasian,Male,0,0.0,0,0,0
30,Misdemeanor,African-American,Male,3,-1.0,206,1,0
51,Felony,African-American,Male,12,21.0,151,1,1
21,Felony,African-American,Male,1,-1.0,1,1,1
31,Felony,African-American,Male,1,-1.0,0,1,0
23,Misdemeanor,African-American,Male,2,-1.0,3,1,1
23,Misdemeanor,Hispanic,Male,0,-1.0,1,1,0
32,Felony,African-American,Male,4,-1.0,1,0,1
28,Felony,African-American,Male,11,-1.0,2,1,1
24,Felony,African-American,Male,0,-1.0,1,0,0
19,Felony,African-American,Female,1,-1.0,2,0,1
31,Misdemeanor,Other,Male,1,0.0,0,0,0
29,Felony,African-American,Male,3,0.0,0,0,1
41,Felony,African-American,Male,6,-1.0,39,1,1
28,Misdemeanor,African-American,Male,4,-1.0,34,0,1
29,Felony,Caucasian,Male,6,-1.0,0,0,1
49,Felony,Caucasian,Male,0,-1.0,1,1,0
42,Misdemeanor,Caucasian,Male,0,0.0,-1,0,0
38,Misdemeanor,African-American,Male,4,-1.0,0,0,0
22,Felony,African-American,Male,3,-1.0,16,1,1
46,Misdemeanor,Caucasian,Male,0,-1.0,37,0,1
38,Felony,African-American,Male,0,-1.0,1,0,1
36,Felony,African-American,Male,0,-1.0,0,1,0
22,Felony,Caucasian,Male,6,-1.0,0,1,1
29,Misdemeanor,African-American,Male,11,-1.0,0,1,0
39,Misdemeanor,African-American,Male,2,-1.0,1,0,0
47,Misdemeanor,Caucasian,Male,0,-1.0,2,0,0
26,Felony,African-American,Male,7,-1.0,1,1,1
21,Felony,African-American,Female,0,-4.0,4,1,1
63,Misdemeanor,African-American,Male,2,-1.0,1,0,0
27,Felony,African-American,Male,2,-1.0,0,0,1
55,Misdemeanor,Caucasian,Male,27,-1.0,1,1,0
54,Misdemeanor,Other,Male,2,-1.0,1,0,1
26,Felony,Caucasian,Male,0,-1.0,1,1,1
37,Misdemeanor,Caucasian,Male,1,-9.0,0,0,0
34,Felony,African-American,Male,0,-1.0,1,0,0
48,Felony,Hispanic,Female,4,-6.0,1,0,1
25,Felony,African-American,Male,2,-1.0,49,1,1
57,Felony,Other,Male,0,-1.0,0,0,1
21,Felony,Hispanic,Male,0,-1.0,1,0,1
32,Felony,African-American,Male,8,-1.0,1,1,0
25,Felony,African-American,Female,5,-1.0,0,1,1
33,Felony,African-American,Female,2,-1.0,2,0,1
26,Felony,African-American,Male,2,-1.0,21,1,1
29,Misdemeanor,African-American,Male,2,-1.0,3,0,0
28,Misdemeanor,Caucasian,Male,6,0.0,1,0,1
53,Felony,African-American,Male,20,-3.0,3,1,0
57,Misdemeanor,Hispanic,Male,1,-15.0,1,0,0
27,Felony,Caucasian,Male,0,-1.0,43,0,0
48,Felony,Caucasian,Male,0,-1.0,1,0,0
29,Misdemeanor,Hispanic,Male,0,0.0,3,0,1
25,Misdemeanor,Caucasian,Male,1,0.0,3,0,1
67,Felony,Caucasian,Male,0,-1.0,1,0,0
29,Misdemeanor,African-American,Male,2,0.0,0,1,1
53,Felony,African-American,Female,3,-1.0,2,0,0
49,Felony,African-American,Male,0,-4.0,0,0,0
44,Misdemeanor,Caucasian,Female,0,-1.0,0,0,1
55,Felony,Hispanic,Female,0,-1.0,0,0,0
26,Felony,African-American,Male,10,-1.0,2,1,1
46,Misdemeanor,African-American,Male,0,-1.0,0,0,1
30,Felony,Caucasian,Male,1,-1.0,0,0,1
48,Felony,African-American,Female,0,-1.0,9,1,1
77,Misdemeanor,African-American,Male,1,-1.0,2,0,1
21,Felony,African-American,Male,2,-1.0,1,1,1
54,Felony,African-American,Male,4,-1.0,3,0,1
54,Felony,Caucasian,Male,3,-1.0,0,0,0
26,Felony,African-American,Male,15,-1.0,42,1,0
23,Felony,African-American,Male,8,0.0,255,1,1
39,Felony,Caucasian,Male,2,0.0,18,0,0
35,Felony,Hispanic,Male,13,-1.0,4,1,0
29,Misdemeanor,African-American,Male,1,-1.0,0,0,1
30,Misdemeanor,African-American,Male,9,-1.0,1,0,1
41,Felony,African-American,Male,6,-1.0,6,0,1
32,Misdemeanor,African-American,Male,1,-1.0,115,1,0
48,Misdemeanor,African-American,Male,12,-24.0,-1,1,0
52,Misdemeanor,African-American,Male,0,-1.0,4,1,1
31,Felony,African-American,Male,3,0.0,-1,0,1
22,Felony,Caucasian,Male,1,-1.0,1,1,1
46,Misdemeanor,Caucasian,Female,0,0.0,-1,0,0
29,Felony,African-American,Male,7,-1.0,1,0,1
22,Felony,African-American,Female,0,-2.0,0,1,0
39,Felony,African-American,Male,8,-1.0,40,0,0
35,Felony,African-American,Male,9,-1.0,1,1,0
26,Misdemeanor,African-American,Male,1,0.0,14,0,0
27,Felony,African-American,Male,1,0.0,-1,0,1
27,Felony,African-American,Male,5,-28.0,28,1,1
34,Felony,Caucasian,Female,10,22.0,13,1,1
32,Misdemeanor,African-American,Female,0,0.0,0,0,1
25,Felony,African-American,Male,5,-1.0,4,1,1
22,Misdemeanor,Caucasian,Male,2,-1.0,24,1,1
52,Felony,African-American,Male,7,-1.0,117,1,1
21,Felony,African-American,Male,2,0.0,0,1,1
28,Felony,African-American,Male,11,-1.0,1,1,1
26,Felony,Hispanic,Male,0,-1.0,0,1,0
23,Misdemeanor,Caucasian,Male,4,-1.0,7,0,1
31,Misdemeanor,African-American,Male,1,-1.0,1,0,0
34,Misdemeanor,Caucasian,Male,1,-1.0,0,1,0
32,Misdemeanor,African-American,Male,0,-1.0,0,0,0
50,Misdemeanor,Caucasian,Female,0,-3.0,0,0,1
27,Misdemeanor,African-American,Male,1,-1.0,0,1,0
26,Felony,African-American,Female,4,-1.0,2,0,0
27,Felony,African-American,Male,4,-1.0,1,1,1
29,Felony,Caucasian,Male,0,0.0,0,0,1
58,Misdemeanor,African-American,Male,0,-1.0,1,0,0
27,Felony,African-American,Male,14,0.0,1,1,1
28,Felony,African-American,Male,5,0.0,0,1,1
24,Felony,African-American,Male,15,-1.0,2,1,1
50,Misdemeanor,Caucasian,Male,0,-1.0,1,0,0
30,Felony,African-American,Female,15,-4.0,-1,1,1
46,Felony,Hispanic,Male,0,-1.0,1,0,0
43,Felony,Caucasian,Male,0,-1.0,1,0,1
24,Felony,Caucasian,Male,0,-1.0,0,0,1
34,Felony,African-American,Male,10,-1.0,1,1,0
26,Felony,Caucasian,Male,2,-1.0,3,0,0
31,Felony,Caucasian,Male,0,-1.0,0,0,0
23,Felony,African-American,Male,1,-24.0,22,0,1
39,Felony,African-American,Male,0,-1.0,18,0,0
50,Felony,African-American,Male,4,-1.0,0,0,1
22,Misdemeanor,African-American,Female,0,-1.0,1,1,0
25,Misdemeanor,African-American,Female,0,-1.0,0,0,0
21,Felony,African-American,Female,2,-1.0,1,1,0
20,Felony,Caucasian,Male,1,-1.0,0,0,0
54,Misdemeanor,African-American,Male,12,0.0,118,1,1
27,Felony,African-American,Female,2,-1.0,4,1,1
45,Felony,Caucasian,Male,5,-4.0,1,1,1
34,Felony,African-American,Male,13,-1.0,1,1,1
55,Felony,Caucasian,Female,0,-1.0,1,0,0
24,Misdemeanor,African-American,Male,0,-1.0,0,0,0
20,Felony,African-American,Male,0,0.0,0,1,1
37,Misdemeanor,African-American,Male,5,0.0,6,1,1
34,Misdemeanor,Caucasian,Female,1,-21.0,1,0,0
41,Felony,African-American,Female,2,-26.0,23,1,1
21,Felony,African-American,Male,1,-1.0,0,1,1
22,Felony,African-American,Male,3,-1.0,8,0,1
24,Felony,African-American,Male,0,0.0,1,1,0
42,Felony,Caucasian,Male,8,-1.0,1,0,0
23,Misdemeanor,African-American,Female,0,-1.0,0,0,1
20,Misdemeanor,Caucasian,Male,0,-1.0,3,0,0
44,Felony,Caucasian,Female,0,-1.0,0,0,1
20,Misdemeanor,African-American,Male,0,-1.0,1,0,1
27,Misdemeanor,African-American,Male,5,-1.0,0,1,0
20,Misdemeanor,Caucasian,Male,0,-1.0,0,1,1
20,Felony,African-American,Male,0,-3.0,0,1,0
28,Felony,Caucasian,Male,1,-1.0,30,0,1
29,Felony,African-American,Male,9,0.0,4,1,1
21,Felony,African-American,Male,0,-1.0,1,1,1
24,Felony,African-American,Female,2,-1.0,57,1,1
21,Felony,Other,Male,0,-3.0,-1,0,1
24,Felony,African-American,Female,0,0.0,0,1,0
23,Felony,African-American,Male,3,-1.0,6,1,1
27,Felony,Caucasian,Male,0,0.0,12,0,0
24,Felony,Caucasian,Male,0,-2.0,0,0,0
31,Misdemeanor,African-American,Male,6,27.0,48,1,1
22,Felony,African-American,Male,0,-5.0,5,0,1
54,Felony,Caucasian,Male,0,0.0,0,0,0
35,Felony,African-American,Female,7,-1.0,1,1,1
53,Felony,African-American,Female,0,-1.0,1,1,0
26,Misdemeanor,African-American,Male,9,-1.0,1,0,1
48,Misdemeanor,African-American,Male,7,-1.0,4,0,1
56,Misdemeanor,African-American,Female,2,-1.0,0,0,1
25,Felony,African-American,Male,6,0.0,0,1,1
49,Felony,Caucasian,Female,0,0.0,-1,0,0
34,Misdemeanor,Caucasian,Male,0,-1.0,29,0,1
21,Misdemeanor,African-American,Male,0,-1.0,1,1,1
23,Felony,Caucasian,Male,0,-3.0,1,1,1
57,Felony,Caucasian,Male,0,-2.0,-1,0,0
25,Felony,Caucasian,Male,5,-1.0,35,1,1
42,Felony,African-American,Female,1,-1.0,0,1,0
51,Felony,African-American,Male,1,0.0,0,1,0
31,Misdemeanor,Other,Male,5,0.0,1,0,0
53,Misdemeanor,African-American,Male,13,-1.0,1,1,0
43,Felony,African-American,Female,6,0.0,0,1,0
34,Felony,African-American,Male,0,-3.0,1,0,0
27,Felony,Caucasian,Female,2,0.0,0,1,1
51,Misdemeanor,African-American,Male,0,-1.0,5,0,0
